k_rows,n_cols,q_field,n_hints,seed,unique_cols,total_cols,uniqueness_ratio,success,math_valid,time_seconds
30,64,3,48,26,64,64,1.0,True,True,0.006433010101318359
30,64,3,60,26,64,64,1.0,True,True,0.006455898284912109
30,64,7,3,26,64,64,1.0,True,True,0.006253957748413086
30,64,7,16,26,64,64,1.0,True,True,0.006294965744018555
30,64,7,32,26,64,64,1.0,True,True,0.006376981735229492
30,64,7,48,26,64,64,1.0,True,True,0.006268978118896484
30,64,7,60,26,64,64,1.0,True,True,0.006211996078491211
30,64,13,3,26,64,64,1.0,True,True,0.006329059600830078
30,64,13,16,26,64,64,1.0,True,True,0.006547212600708008
30,64,13,32,26,64,64,1.0,True,True,0.0063059329986572266
30,64,13,48,26,64,64,1.0,True,True,0.0056400299072265625
30,64,13,60,26,64,64,1.0,True,True,0.0058901309967041016
30,64,19,3,26,64,64,1.0,True,True,0.005813121795654297
30,64,19,16,26,64,64,1.0,True,True,0.0063059329986572266
30,64,19,32,26,64,64,1.0,True,True,0.0060160160064697266
30,64,19,48,26,64,64,1.0,True,True,0.0067479610443115234
30,64,19,60,26,64,64,1.0,True,True,0.00566411018371582
30,64,31,3,26,64,64,1.0,True,True,0.005568981170654297
30,64,31,16,26,64,64,1.0,True,True,0.0057222843170166016
30,64,31,32,26,64,64,1.0,True,True,0.005727052688598633
30,64,31,48,26,64,64,1.0,True,True,0.006341218948364258
30,64,31,60,26,64,64,1.0,True,True,0.006078004837036133
30,128,2,6,26,128,128,1.0,True,True,0.022839784622192383
30,128,2,32,26,128,128,1.0,True,True,0.024071931838989258
30,128,2,64,26,128,128,1.0,True,True,0.023326873779296875
30,128,2,96,26,128,128,1.0,True,True,0.022210121154785156
30,128,2,121,26,128,128,1.0,True,True,0.02202010154724121
30,128,3,6,26,128,128,1.0,True,True,0.022533893585205078
30,128,3,32,26,128,128,1.0,True,True,0.022663116455078125
30,128,3,64,26,128,128,1.0,True,True,0.03665876388549805
30,128,3,96,26,128,128,1.0,True,True,0.025333881378173828
30,128,3,121,26,128,128,1.0,True,True,0.03174090385437012
30,128,7,6,26,128,128,1.0,True,True,0.02594900131225586
30,128,7,32,26,128,128,1.0,True,True,0.026407957077026367
30,128,7,64,26,128,128,1.0,True,True,0.02499079704284668
30,128,7,96,26,128,128,1.0,True,True,0.02518916130065918
30,128,7,121,26,128,128,1.0,True,True,0.024548768997192383
30,128,13,6,26,128,128,1.0,True,True,0.02495098114013672
30,128,13,32,26,128,128,1.0,True,True,0.025402069091796875
30,128,13,64,26,128,128,1.0,True,True,0.025330066680908203
30,128,13,96,26,128,128,1.0,True,True,0.025446176528930664
30,128,13,121,26,128,128,1.0,True,True,0.02495098114013672
30,128,19,6,26,128,128,1.0,True,True,0.025261878967285156
30,128,19,32,26,128,128,1.0,True,True,0.024447917938232422
30,128,19,64,26,128,128,1.0,True,True,0.024840831756591797
30,128,19,96,26,128,128,1.0,True,True,0.024175167083740234
30,128,19,121,26,128,128,1.0,True,True,0.0255587100982666
30,128,31,6,26,128,128,1.0,True,True,0.025423049926757812
30,128,31,32,26,128,128,1.0,True,True,0.024944782257080078
30,128,31,64,26,128,128,1.0,True,True,0.02487015724182129
30,128,31,96,26,128,128,1.0,True,True,0.02524399757385254
30,128,31,121,26,128,128,1.0,True,True,0.02562093734741211
30,256,2,12,26,256,256,1.0,True,True,0.10031366348266602
30,256,2,64,26,256,256,1.0,True,True,0.09932899475097656
30,256,2,128,26,256,256,1.0,True,True,0.09409308433532715
30,256,2,192,26,256,256,1.0,True,True,0.09109616279602051
30,256,2,243,26,256,256,1.0,True,True,0.09637880325317383
30,256,3,12,26,256,256,1.0,True,True,0.09513425827026367
30,256,3,64,26,256,256,1.0,True,True,0.15894103050231934
30,256,3,128,26,256,256,1.0,True,True,0.09996223449707031
30,256,3,192,26,256,256,1.0,True,True,0.10056114196777344
30,256,3,243,26,256,256,1.0,True,True,0.15220379829406738
30,256,7,12,26,256,256,1.0,True,True,0.10192513465881348
30,256,7,64,26,256,256,1.0,True,True,0.09915685653686523
30,256,7,128,26,256,256,1.0,True,True,0.15449190139770508
30,256,7,192,26,256,256,1.0,True,True,0.10614895820617676
30,256,7,243,26,256,256,1.0,True,True,0.10004591941833496
30,256,13,12,26,256,256,1.0,True,True,0.10155391693115234
30,256,13,64,26,256,256,1.0,True,True,0.15127921104431152
30,256,13,128,26,256,256,1.0,True,True,0.10184097290039062
30,256,13,192,26,256,256,1.0,True,True,0.10145998001098633
30,256,13,243,26,256,256,1.0,True,True,0.15614104270935059
30,256,19,12,26,256,256,1.0,True,True,0.10503077507019043
30,256,19,64,26,256,256,1.0,True,True,0.1014409065246582
30,256,19,128,26,256,256,1.0,True,True,0.0999150276184082
30,256,19,192,26,256,256,1.0,True,True,0.10100913047790527
30,256,19,243,26,256,256,1.0,True,True,0.10477900505065918
30,256,31,12,26,256,256,1.0,True,True,0.10323309898376465
30,256,31,64,26,256,256,1.0,True,True,0.10067296028137207
30,256,31,128,26,256,256,1.0,True,True,0.10483694076538086
30,256,31,192,26,256,256,1.0,True,True,0.16176509857177734
30,256,31,243,26,256,256,1.0,True,True,0.11563587188720703
30,512,2,25,26,512,512,1.0,True,True,0.4817509651184082
30,512,2,128,26,512,512,1.0,True,True,0.4075040817260742
30,512,2,256,26,512,512,1.0,True,True,0.39690303802490234
30,512,2,384,26,512,512,1.0,True,True,0.3700981140136719
30,512,2,486,26,512,512,1.0,True,True,0.36039304733276367
30,512,3,25,26,512,512,1.0,True,True,0.3638429641723633
30,512,3,128,26,512,512,1.0,True,True,0.3592839241027832
30,512,3,256,26,512,512,1.0,True,True,0.3509340286254883
30,512,3,384,26,512,512,1.0,True,True,0.3743729591369629
30,512,3,486,26,512,512,1.0,True,True,0.3641078472137451
30,512,7,25,26,512,512,1.0,True,True,0.36986207962036133
30,512,7,128,26,512,512,1.0,True,True,0.3620302677154541
30,512,7,256,26,512,512,1.0,True,True,0.36130309104919434
30,512,7,384,26,512,512,1.0,True,True,0.37465906143188477
30,512,7,486,26,512,512,1.0,True,True,0.3872058391571045
30,512,13,25,26,512,512,1.0,True,True,0.3807201385498047
30,512,13,128,26,512,512,1.0,True,True,0.38147807121276855
30,512,13,256,26,512,512,1.0,True,True,0.3872649669647217
30,512,13,384,26,512,512,1.0,True,True,0.383389949798584
30,512,13,486,26,512,512,1.0,True,True,0.3782951831817627
30,512,19,25,26,512,512,1.0,True,True,0.3717770576477051
30,512,19,128,26,512,512,1.0,True,True,0.36224889755249023
30,512,19,256,26,512,512,1.0,True,True,0.40216803550720215
30,512,19,384,26,512,512,1.0,True,True,0.3790111541748047
30,512,19,486,26,512,512,1.0,True,True,0.42766284942626953
30,512,31,25,26,512,512,1.0,True,True,0.37740588188171387
30,512,31,128,26,512,512,1.0,True,True,0.40518879890441895
30,512,31,256,26,512,512,1.0,True,True,0.37485814094543457
30,512,31,384,26,512,512,1.0,True,True,0.4120919704437256
30,512,31,486,26,512,512,1.0,True,True,0.37328600883483887
50,64,2,3,26,64,64,1.0,True,True,0.005501985549926758
50,64,2,16,26,64,64,1.0,True,True,0.005755186080932617
50,64,2,32,26,64,64,1.0,True,True,0.005946159362792969
50,64,2,48,26,64,64,1.0,True,True,0.005642890930175781
50,64,2,60,26,64,64,1.0,True,True,0.0055217742919921875
50,64,3,3,26,64,64,1.0,True,True,0.005598783493041992
50,64,3,16,26,64,64,1.0,True,True,0.005836009979248047
50,64,3,32,26,64,64,1.0,True,True,0.005607128143310547
50,64,3,48,26,64,64,1.0,True,True,0.0056493282318115234
50,64,3,60,26,64,64,1.0,True,True,0.005795955657958984
50,64,7,3,26,64,64,1.0,True,True,0.0064678192138671875
50,64,7,16,26,64,64,1.0,True,True,0.006324052810668945
50,64,7,32,26,64,64,1.0,True,True,0.005757808685302734
50,64,7,48,26,64,64,1.0,True,True,0.0058329105377197266
50,64,7,60,26,64,64,1.0,True,True,0.005759000778198242
50,64,13,3,26,64,64,1.0,True,True,0.006290912628173828
50,64,13,16,26,64,64,1.0,True,True,0.006530046463012695
50,64,13,32,26,64,64,1.0,True,True,0.006500959396362305
50,64,13,48,26,64,64,1.0,True,True,0.0063097476959228516
50,64,13,60,26,64,64,1.0,True,True,0.006268978118896484
50,64,19,3,26,64,64,1.0,True,True,0.005780935287475586
50,64,19,16,26,64,64,1.0,True,True,0.005670070648193359
50,64,19,32,26,64,64,1.0,True,True,0.005624055862426758
50,64,19,48,26,64,64,1.0,True,True,0.0058460235595703125
50,64,19,60,26,64,64,1.0,True,True,0.006331920623779297
50,64,31,3,26,64,64,1.0,True,True,0.006228208541870117
50,64,31,16,26,64,64,1.0,True,True,0.006493091583251953
50,64,31,32,26,64,64,1.0,True,True,0.006375789642333984
50,64,31,48,26,64,64,1.0,True,True,0.006227016448974609
50,64,31,60,26,64,64,1.0,True,True,0.006304025650024414
50,128,2,6,26,128,128,1.0,True,True,0.025262117385864258
50,128,2,32,26,128,128,1.0,True,True,0.023637056350708008
50,128,2,64,26,128,128,1.0,True,True,0.02264690399169922
50,128,2,96,26,128,128,1.0,True,True,0.022951841354370117
50,128,2,121,26,128,128,1.0,True,True,0.023264169692993164
50,128,3,6,26,128,128,1.0,True,True,0.022871732711791992
50,128,3,32,26,128,128,1.0,True,True,0.022378921508789062
50,128,3,64,26,128,128,1.0,True,True,0.02305889129638672
50,128,3,96,26,128,128,1.0,True,True,0.023464202880859375
50,128,3,121,26,128,128,1.0,True,True,0.023300886154174805
50,128,7,6,26,128,128,1.0,True,True,0.022817134857177734
50,128,7,32,26,128,128,1.0,True,True,0.022610187530517578
50,128,7,64,26,128,128,1.0,True,True,0.02256298065185547
50,128,7,96,26,128,128,1.0,True,True,0.02283167839050293
50,128,7,121,26,128,128,1.0,True,True,0.022085189819335938
50,128,13,6,26,128,128,1.0,True,True,0.022515296936035156
50,128,13,32,26,128,128,1.0,True,True,0.022053003311157227
50,128,13,64,26,128,128,1.0,True,True,0.022835969924926758
50,128,13,96,26,128,128,1.0,True,True,0.023275136947631836
50,128,13,121,26,128,128,1.0,True,True,0.02284097671508789
50,128,19,6,26,128,128,1.0,True,True,0.023916006088256836
50,128,19,32,26,128,128,1.0,True,True,0.023000001907348633
50,128,19,64,26,128,128,1.0,True,True,0.022614002227783203
50,128,19,96,26,128,128,1.0,True,True,0.023185014724731445
50,128,19,121,26,128,128,1.0,True,True,0.03545808792114258
50,128,31,6,26,128,128,1.0,True,True,0.02287125587463379
50,128,31,32,26,128,128,1.0,True,True,0.023102998733520508
50,128,31,64,26,128,128,1.0,True,True,0.023249149322509766
50,128,31,96,26,128,128,1.0,True,True,0.024137020111083984
50,128,31,121,26,128,128,1.0,True,True,0.023272991180419922
50,256,2,12,26,256,256,1.0,True,True,0.10747432708740234
50,256,2,64,26,256,256,1.0,True,True,0.10448193550109863
50,256,2,128,26,256,256,1.0,True,True,0.1022028923034668
50,256,2,192,26,256,256,1.0,True,True,0.0945591926574707
50,256,2,243,26,256,256,1.0,True,True,0.14781498908996582
50,256,3,12,26,256,256,1.0,True,True,0.10447168350219727
50,256,3,64,26,256,256,1.0,True,True,0.10098099708557129
50,256,3,128,26,256,256,1.0,True,True,0.17717695236206055
50,256,3,192,26,256,256,1.0,True,True,0.131850004196167
50,256,3,243,26,256,256,1.0,True,True,0.11617827415466309
50,256,7,12,26,256,256,1.0,True,True,0.15355491638183594
50,256,7,64,26,256,256,1.0,True,True,0.1161799430847168
50,256,7,128,26,256,256,1.0,True,True,0.11241412162780762
50,256,7,192,26,256,256,1.0,True,True,0.16087007522583008
50,256,7,243,26,256,256,1.0,True,True,0.11422300338745117
50,256,13,12,26,256,256,1.0,True,True,0.11053895950317383
50,256,13,64,26,256,256,1.0,True,True,0.16454672813415527
50,256,13,128,26,256,256,1.0,True,True,0.11535501480102539
50,256,13,192,26,256,256,1.0,True,True,0.10343694686889648
50,256,13,243,26,256,256,1.0,True,True,0.14803004264831543
50,256,19,12,26,256,256,1.0,True,True,0.11194133758544922
50,256,19,64,26,256,256,1.0,True,True,0.10498595237731934
50,256,19,128,26,256,256,1.0,True,True,0.17550206184387207
50,256,19,192,26,256,256,1.0,True,True,0.11399412155151367
50,256,19,243,26,256,256,1.0,True,True,0.10239219665527344
50,256,31,12,26,256,256,1.0,True,True,0.1664419174194336
50,256,31,64,26,256,256,1.0,True,True,0.11232900619506836
50,256,31,128,26,256,256,1.0,True,True,0.10492706298828125
50,256,31,192,26,256,256,1.0,True,True,0.16821885108947754
50,256,31,243,26,256,256,1.0,True,True,0.11006808280944824
50,512,2,25,26,512,512,1.0,True,True,0.4840419292449951
50,512,2,128,26,512,512,1.0,True,True,0.4210927486419678
50,512,2,256,26,512,512,1.0,True,True,0.4199690818786621
50,512,2,384,26,512,512,1.0,True,True,0.3878159523010254
50,512,2,486,26,512,512,1.0,True,True,0.38386988639831543
50,512,3,25,26,512,512,1.0,True,True,0.3830759525299072
50,512,3,128,26,512,512,1.0,True,True,0.39872217178344727
50,512,3,256,26,512,512,1.0,True,True,0.3761918544769287
50,512,3,384,26,512,512,1.0,True,True,0.42671895027160645
50,512,3,486,26,512,512,1.0,True,True,0.3794710636138916
50,512,7,25,26,512,512,1.0,True,True,0.41277098655700684
50,512,7,128,26,512,512,1.0,True,True,0.3983156681060791
50,512,7,256,26,512,512,1.0,True,True,0.49540185928344727
50,512,7,384,26,512,512,1.0,True,True,0.42192888259887695
50,512,7,486,26,512,512,1.0,True,True,0.4212329387664795
50,512,13,25,26,512,512,1.0,True,True,0.4237041473388672
50,512,13,128,26,512,512,1.0,True,True,0.4518852233886719
50,512,13,256,26,512,512,1.0,True,True,0.4163038730621338
50,512,13,384,26,512,512,1.0,True,True,0.42240405082702637
50,512,13,486,26,512,512,1.0,True,True,0.4004490375518799
50,512,19,25,26,512,512,1.0,True,True,0.4297959804534912
50,512,19,128,26,512,512,1.0,True,True,0.39961719512939453
50,512,19,256,26,512,512,1.0,True,True,0.4068129062652588
50,512,19,384,26,512,512,1.0,True,True,0.38295817375183105
50,512,19,486,26,512,512,1.0,True,True,0.4046027660369873
50,512,31,25,26,512,512,1.0,True,True,0.388714075088501
50,512,31,128,26,512,512,1.0,True,True,0.4257030487060547
50,512,31,256,26,512,512,1.0,True,True,0.39446496963500977
50,512,31,384,26,512,512,1.0,True,True,0.4423341751098633
50,512,31,486,26,512,512,1.0,True,True,0.41017913818359375
