n,k,q,alpha,beta,rmax,weight_factor,budgets,enum_version,repair_algorithm,trial,seed,timestamp,m_pair_target,n_iter,max_trials_enum,gen_time_s,posterior_time_s,qhat_time_s,repair_time_s,total_time_s,rows_correct_full,rows_correct_support_only,n_rows_total,gv_bound,target_weight_used,uniqueness_guaranteed_gv,iters_used,enum_failures,pairs_recovered,pairs_correct,avg_active_error_dim,max_active_error_dim,frac_r_le_rmax,avg_v_weight,success,error
64,32,127,0.01,0.2,1,1.2,3,local_search,posterior_aware_prange_repair,1,1397163774,2026-08-06T21:55:06.660098+00:00,1,1000,10000,0.0040280818939208984,0.08994913101196289,0.14517903327941895,131.93620085716248,132.18098092079163,14,20,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,1,1.3,3,random,induced_sd_repair,0,1836328795,2026-08-06T21:57:18.846442+00:00,1,1000,10000,0.00405573844909668,0.08719015121459961,0.14401698112487793,187.95148730278015,188.19231295585632,12,20,64,25,32,True,1000,0,0,0,28.861,30,0.0,,False,
64,32,127,0.01,0.2,1,1.3,3,random,induced_sd_repair,1,25176603,2026-08-06T22:00:27.043912+00:00,1,1000,10000,0.0039920806884765625,0.10887503623962402,0.14345407485961914,186.8110659122467,187.0730140209198,13,18,64,25,32,True,1000,0,0,0,25.859,28,0.0,,False,
64,32,127,0.01,0.2,1,1.3,3,random,structured_sd_repair,0,772380075,2026-08-06T22:03:34.122115+00:00,1,1000,10000,0.003995180130004883,0.08260893821716309,0.14154982566833496,7.788653135299683,8.022171974182129,13,15,64,25,32,True,1000,0,0,0,25.859,28,0.0,,False,
64,32,127,0.01,0.2,1,1.3,3,random,structured_sd_repair,1,1496518645,2026-08-06T22:03:42.149168+00:00,1,1000,10000,0.0040280818939208984,0.08353900909423828,0.1416769027709961,7.716674089431763,7.951641798019409,12,28,64,25,32,True,1000,0,0,0,23.925,26,0.0,,False,
64,32,127,0.01,0.2,1,1.3,3,random,posterior_aware_prange_repair,0,58611113,2026-08-06T22:03:50.105521+00:00,1,1000,10000,0.0040318965911865234,0.08356118202209473,0.1425940990447998,208.28697204589844,208.52259397506714,12,17,64,25,32,True,1000,0,0,0,25.009,27,0.0,,False,
64,32,127,0.01,0.2,1,1.3,3,random,posterior_aware_prange_repair,1,949697923,2026-08-06T22:07:18.633275+00:00,1,1000,10000,0.004023075103759766,0.08343291282653809,0.14350295066833496,212.2089719772339,212.44541001319885,10,20,64,25,32,True,1000,0,0,0,26.147,28,0.0,,False,
64,32,127,0.01,0.2,1,1.3,3,linear_combination,induced_sd_repair,0,120001449,2026-08-06T22:10:51.083997+00:00,1,1000,10000,0.0040400028228759766,0.08492898941040039,0.17701506614685059,148.29219102859497,148.56717610359192,13,18,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,1,1.3,3,linear_combination,induced_sd_repair,1,2089014079,2026-08-06T22:13:19.656264+00:00,1,1000,10000,0.004005908966064453,0.08561396598815918,0.1441478729248047,147.71342706680298,147.95258712768555,10,16,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,1,1.3,3,linear_combination,structured_sd_repair,0,171793730,2026-08-06T22:15:47.614090+00:00,1,1000,10000,0.00407719612121582,0.08449387550354004,0.14531826972961426,150.8742871284485,151.11373209953308,15,15,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,1,1.3,3,linear_combination,structured_sd_repair,1,602657601,2026-08-06T22:18:18.732848+00:00,1,1000,10000,0.004043102264404297,0.10181498527526855,0.14494633674621582,147.49966597557068,147.75607776641846,13,20,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,1,1.3,3,linear_combination,posterior_aware_prange_repair,0,952045579,2026-08-06T22:20:46.494055+00:00,1,1000,10000,0.004293918609619141,0.08574485778808594,0.14444804191589355,146.41545701026917,146.65565991401672,15,18,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,1,1.3,3,linear_combination,posterior_aware_prange_repair,1,712557246,2026-08-06T22:23:13.154809+00:00,1,1000,10000,0.0040781497955322266,0.11064696311950684,0.14482879638671875,146.97772479057312,147.2428879737854,10,18,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,1,1.3,3,local_search,induced_sd_repair,0,1518454234,2026-08-06T22:25:40.403009+00:00,1,1000,10000,0.004029989242553711,0.08394908905029297,0.14594078063964844,132.8630599975586,133.1023349761963,10,17,64,25,32,True,1000,999,0,0,26.0,26,0.0,,False,
64,32,127,0.01,0.2,1,1.3,3,local_search,induced_sd_repair,1,1415312698,2026-08-06T22:27:53.510348+00:00,1,1000,10000,0.004057884216308594,0.08353018760681152,0.1437671184539795,132.16193389892578,132.3986301422119,13,12,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,1,1.3,3,local_search,structured_sd_repair,0,2011209,2026-08-06T22:30:05.914113+00:00,1,1000,10000,0.004122257232666016,0.10035204887390137,0.15073513984680176,132.95816802978516,133.21893501281738,10,20,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,1,1.3,3,local_search,structured_sd_repair,1,1623363221,2026-08-06T22:32:19.138161+00:00,1,1000,10000,0.004126787185668945,0.08754682540893555,0.14534401893615723,132.83137011528015,133.07388401031494,11,15,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,1,1.3,3,local_search,posterior_aware_prange_repair,0,1686837206,2026-08-06T22:34:32.217048+00:00,1,1000,10000,0.004137992858886719,0.08957695960998535,0.14361906051635742,133.21857476234436,133.4614360332489,11,18,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,1,1.3,3,local_search,posterior_aware_prange_repair,1,332076949,2026-08-06T22:36:45.683555+00:00,1,1000,10000,0.0040378570556640625,0.10715103149414062,0.15562105178833008,133.04836201667786,133.32092905044556,10,28,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.1,3,random,induced_sd_repair,0,1271904176,2026-08-06T22:38:59.009732+00:00,1,1000,10000,0.004043102264404297,0.08585023880004883,0.14620208740234375,311.15141129493713,311.39297580718994,19,8,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.1,3,random,induced_sd_repair,1,1033061438,2026-08-06T22:44:10.407882+00:00,1,1000,10000,0.004076242446899414,0.08410906791687012,0.1445140838623047,310.5625512599945,310.80101704597473,14,21,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.1,3,random,structured_sd_repair,0,685396065,2026-08-06T22:49:21.214203+00:00,1,1000,10000,0.004314899444580078,0.08341217041015625,0.14347076416015625,310.9048330783844,311.1419081687927,21,17,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.1,3,random,structured_sd_repair,1,1977133113,2026-08-06T22:54:32.361120+00:00,1,1000,10000,0.004075050354003906,0.08403992652893066,0.16246724128723145,310.87147283554077,311.12781500816345,14,21,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.1,3,random,posterior_aware_prange_repair,0,2029907594,2026-08-06T22:59:43.494201+00:00,1,1000,10000,0.0040209293365478516,0.0836951732635498,0.1432051658630371,310.81538915634155,311.05172419548035,8,16,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.1,3,random,posterior_aware_prange_repair,1,54840210,2026-08-06T23:04:54.550917+00:00,1,1000,10000,0.004076242446899414,0.08757996559143066,0.16075968742370605,311.07829785346985,311.3364169597626,14,14,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.1,3,linear_combination,induced_sd_repair,0,421019380,2026-08-06T23:10:05.892592+00:00,1,1000,10000,0.004042863845825195,0.08343696594238281,0.14334392547607422,147.41165280342102,147.64782881736755,7,19,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.1,3,linear_combination,induced_sd_repair,1,691951730,2026-08-06T23:12:33.545483+00:00,1,1000,10000,0.004012107849121094,0.09778475761413574,0.14375591278076172,147.73328280448914,147.98449110984802,10,21,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.1,3,linear_combination,structured_sd_repair,0,536890251,2026-08-06T23:15:01.535039+00:00,1,1000,10000,0.004173994064331055,0.08581709861755371,0.14475393295288086,147.32669615745544,147.56717896461487,14,16,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.1,3,linear_combination,structured_sd_repair,1,493010764,2026-08-06T23:17:29.107397+00:00,1,1000,10000,0.004060029983520508,0.08435916900634766,0.16129803657531738,147.25061202049255,147.50592803955078,13,15,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.1,3,linear_combination,posterior_aware_prange_repair,0,1177050595,2026-08-06T23:19:56.618530+00:00,1,1000,10000,0.004038333892822266,0.08792376518249512,0.16086983680725098,146.5474569797516,146.80614614486694,11,18,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.1,3,linear_combination,posterior_aware_prange_repair,1,701472212,2026-08-06T23:22:23.429901+00:00,1,1000,10000,0.00404810905456543,0.08744692802429199,0.14861798286437988,147.1127200126648,147.3586139678955,11,21,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.1,3,local_search,induced_sd_repair,0,798728577,2026-08-06T23:24:50.793707+00:00,1,1000,10000,0.004076719284057617,0.1069188117980957,0.1438000202178955,132.2239532470703,132.48437404632568,7,17,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.1,3,local_search,induced_sd_repair,1,1816820433,2026-08-06T23:27:03.283147+00:00,1,1000,10000,0.004167318344116211,0.10044503211975098,0.1506199836730957,132.59516072273254,132.85589385032654,13,12,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.1,3,local_search,structured_sd_repair,0,9175386,2026-08-06T23:29:16.144272+00:00,1,1000,10000,0.004065990447998047,0.1023259162902832,0.14630985260009766,132.41204714775085,132.67060089111328,16,23,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.1,3,local_search,structured_sd_repair,1,482849444,2026-08-06T23:31:28.819946+00:00,1,1000,10000,0.004173994064331055,0.1007077693939209,0.1475987434387207,132.47998094558716,132.7379469871521,10,19,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.1,3,local_search,posterior_aware_prange_repair,0,213529373,2026-08-06T23:33:41.563069+00:00,1,1000,10000,0.004018068313598633,0.08563494682312012,0.1446831226348877,132.59012508392334,132.83000493049622,12,19,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.1,3,local_search,posterior_aware_prange_repair,1,624787166,2026-08-06T23:35:54.398286+00:00,1,1000,10000,0.004043102264404297,0.08373308181762695,0.14389610290527344,132.6879961490631,132.92530488967896,6,25,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.2,3,random,induced_sd_repair,0,1089081981,2026-08-06T23:38:07.328795+00:00,1,1000,10000,0.00402379035949707,0.10236024856567383,0.14766716957092285,312.22695684432983,312.4863471984863,8,16,64,25,30,True,1000,972,0,0,25.392857142857142,27,0.0,,False,
64,32,127,0.01,0.2,2,1.2,3,random,induced_sd_repair,1,719375552,2026-08-06T23:43:19.820294+00:00,1,1000,10000,0.0040471553802490234,0.09374189376831055,0.16228485107421875,312.06683802604675,312.3327441215515,11,25,64,25,30,True,1000,966,0,0,26.647058823529413,28,0.0,,False,
64,32,127,0.01,0.2,2,1.2,3,random,structured_sd_repair,0,1672559114,2026-08-06T23:48:32.158194+00:00,1,1000,10000,0.0040051937103271484,0.08351707458496094,0.1412351131439209,5298.224426031113,5298.458610296249,9,19,64,25,30,True,1000,965,0,0,25.457142857142856,27,0.0,,False,
64,32,127,0.01,0.2,2,1.2,3,random,structured_sd_repair,1,336857538,2026-08-07T01:16:50.621801+00:00,1,1000,10000,0.004041910171508789,0.08332014083862305,0.15709614753723145,308.62158489227295,308.87168312072754,11,19,64,25,30,True,1000,953,0,0,24.106382978723403,25,0.0,,False,
64,32,127,0.01,0.2,2,1.2,3,random,posterior_aware_prange_repair,0,1444494368,2026-08-07T01:21:59.498733+00:00,1,1000,10000,0.004055023193359375,0.10060310363769531,0.14533400535583496,314.01771426200867,314.2736220359802,15,20,64,25,30,True,1000,954,0,0,23.804347826086957,26,0.0,,False,
64,32,127,0.01,0.2,2,1.2,3,random,posterior_aware_prange_repair,1,376934536,2026-08-07T01:27:13.777603+00:00,1,1000,10000,0.004091024398803711,0.08442306518554688,0.14577198028564453,314.1053102016449,314.3453402519226,8,24,64,25,30,True,1000,958,0,0,25.047619047619047,27,0.0,,False,
64,32,127,0.01,0.2,2,1.2,3,linear_combination,induced_sd_repair,0,482811935,2026-08-07T01:32:28.128333+00:00,1,1000,10000,0.004027128219604492,0.08386397361755371,0.14535117149353027,147.29520392417908,147.53420186042786,18,19,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.2,3,linear_combination,induced_sd_repair,1,1542882571,2026-08-07T01:34:55.667689+00:00,1,1000,10000,0.004050016403198242,0.08336615562438965,0.14682507514953613,147.89182019233704,148.13177585601807,10,22,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.2,3,linear_combination,structured_sd_repair,0,119625517,2026-08-07T01:37:23.804615+00:00,1,1000,10000,0.0040819644927978516,0.0917978286743164,0.14378595352172852,146.92525386810303,147.17053413391113,16,20,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.2,3,linear_combination,structured_sd_repair,1,1575491015,2026-08-07T01:39:50.980231+00:00,1,1000,10000,0.004052877426147461,0.08431696891784668,0.14690089225769043,147.03773379325867,147.27840304374695,12,15,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.2,3,linear_combination,posterior_aware_prange_repair,0,2132604193,2026-08-07T01:42:18.263855+00:00,1,1000,10000,0.004024982452392578,0.08440685272216797,0.14457130432128906,148.08724188804626,148.3256058692932,10,19,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.2,3,linear_combination,posterior_aware_prange_repair,1,893788687,2026-08-07T01:44:46.594504+00:00,1,1000,10000,0.0040111541748046875,0.08418607711791992,0.14603900909423828,147.5734281539917,147.8131070137024,11,19,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.2,3,local_search,induced_sd_repair,0,511105759,2026-08-07T01:47:14.412855+00:00,1,1000,10000,0.004054069519042969,0.08388090133666992,0.14482688903808594,133.66308307647705,133.90143489837646,8,24,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.2,3,local_search,induced_sd_repair,1,1799074956,2026-08-07T01:49:28.319292+00:00,1,1000,10000,0.004006862640380859,0.08725619316101074,0.14507317543029785,133.11205196380615,133.35412406921387,10,19,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.2,3,local_search,structured_sd_repair,0,30386204,2026-08-07T01:51:41.678782+00:00,1,1000,10000,0.004091739654541016,0.10338926315307617,0.1486060619354248,133.20685410499573,133.46898293495178,17,23,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.2,3,local_search,structured_sd_repair,1,2016216171,2026-08-07T01:53:55.153105+00:00,1,1000,10000,0.004251003265380859,0.10091018676757812,0.14517807960510254,133.14144682884216,133.39744305610657,18,11,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.2,3,local_search,posterior_aware_prange_repair,0,194655219,2026-08-07T01:56:08.555727+00:00,1,1000,10000,0.004034996032714844,0.08394122123718262,0.14665913581848145,133.24549293518066,133.4859001636505,11,28,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.2,3,local_search,posterior_aware_prange_repair,1,1076534803,2026-08-07T01:58:22.046994+00:00,1,1000,10000,0.004106998443603516,0.08379077911376953,0.14525914192199707,133.14531922340393,133.384113073349,8,25,64,25,30,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.3,3,random,induced_sd_repair,0,1460616425,2026-08-07T02:00:35.436314+00:00,1,1000,10000,0.00421595573425293,0.08383369445800781,0.14446806907653809,189.44065284729004,189.67912983894348,14,24,64,25,32,True,1000,0,0,0,25.287,27,0.0,,False,
64,32,127,0.01,0.2,2,1.3,3,random,induced_sd_repair,1,1063429134,2026-08-07T02:03:45.120626+00:00,1,1000,10000,0.004010915756225586,0.08434915542602539,0.14471793174743652,196.08062720298767,196.3192262649536,17,15,64,25,32,True,1000,0,0,0,20.731,23,0.0,,False,
64,32,127,0.01,0.2,2,1.3,3,random,structured_sd_repair,0,1975702663,2026-08-07T02:07:01.445102+00:00,1,1000,10000,0.003957986831665039,0.08942961692810059,0.16454386711120605,104.82841205596924,105.09183096885681,12,15,64,25,32,True,1000,0,0,0,25.619,27,0.0,,False,
64,32,127,0.01,0.2,2,1.3,3,random,structured_sd_repair,1,1873954394,2026-08-07T02:08:46.541979+00:00,1,1000,10000,0.004022121429443359,0.08701014518737793,0.14558625221252441,103.72638416290283,103.9685628414154,4,16,64,25,32,True,1000,0,0,0,30.634,32,0.0,,False,
64,32,127,0.01,0.2,2,1.3,3,random,posterior_aware_prange_repair,0,566047514,2026-08-07T02:10:30.515872+00:00,1,1000,10000,0.0040361881256103516,0.10099601745605469,0.14470195770263672,207.18466114997864,207.43998384475708,14,18,64,25,32,True,1000,0,0,0,23.03,25,0.0,,False,
64,32,127,0.01,0.2,2,1.3,3,random,posterior_aware_prange_repair,1,2023015939,2026-08-07T02:13:57.961127+00:00,1,1000,10000,0.003984928131103516,0.09124016761779785,0.16178369522094727,214.90373611450195,215.16655826568604,11,26,64,25,32,True,1000,0,0,0,27.34,29,0.0,,False,
64,32,127,0.01,0.2,2,1.3,3,linear_combination,induced_sd_repair,0,1117255147,2026-08-07T02:17:33.132913+00:00,1,1000,10000,0.003980159759521484,0.08374881744384766,0.14444899559020996,148.44301509857178,148.6810221672058,10,24,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.3,3,linear_combination,induced_sd_repair,1,717400349,2026-08-07T02:20:01.819140+00:00,1,1000,10000,0.004062175750732422,0.08570599555969238,0.1456928253173828,147.67422699928284,147.9150857925415,7,17,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.3,3,linear_combination,structured_sd_repair,0,1226748084,2026-08-07T02:22:29.739384+00:00,1,1000,10000,0.004082202911376953,0.08416199684143066,0.14600920677185059,147.20957899093628,147.44936895370483,14,12,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.3,3,linear_combination,structured_sd_repair,1,2044895303,2026-08-07T02:24:57.193881+00:00,1,1000,10000,0.00404810905456543,0.08392620086669922,0.14585113525390625,147.39689922332764,147.6365840435028,17,21,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.3,3,linear_combination,posterior_aware_prange_repair,0,1520394476,2026-08-07T02:27:24.835761+00:00,1,1000,10000,0.004010915756225586,0.08607006072998047,0.14940404891967773,147.0052809715271,147.25049328804016,10,22,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.3,3,linear_combination,posterior_aware_prange_repair,1,1700832397,2026-08-07T02:29:52.091379+00:00,1,1000,10000,0.004247188568115234,0.08711910247802734,0.14554595947265625,146.87813687324524,147.1207730770111,12,23,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.3,3,local_search,induced_sd_repair,0,1283705244,2026-08-07T02:32:19.217154+00:00,1,1000,10000,0.0040509700775146484,0.10423398017883301,0.14487195014953613,133.2985451221466,133.55782198905945,17,25,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.3,3,local_search,induced_sd_repair,1,392418639,2026-08-07T02:34:32.780161+00:00,1,1000,10000,0.004080057144165039,0.08907127380371094,0.15395712852478027,132.7795650959015,133.03229594230652,16,22,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.3,3,local_search,structured_sd_repair,0,902456016,2026-08-07T02:36:45.817715+00:00,1,1000,10000,0.004023075103759766,0.08330893516540527,0.1427152156829834,132.37291717529297,132.6081120967865,6,15,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.3,3,local_search,structured_sd_repair,1,578036976,2026-08-07T02:38:58.431025+00:00,1,1000,10000,0.003999948501586914,0.08285021781921387,0.14335012435913086,132.52054905891418,132.7563488483429,13,20,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,2,1.3,3,local_search,posterior_aware_prange_repair,0,484098408,2026-08-07T02:41:11.192668+00:00,1,1000,10000,0.0040090084075927734,0.08255219459533691,0.14226388931274414,132.73921585083008,132.97365593910217,14,26,64,25,32,True,1000,999,0,0,23.0,23,0.0,,False,
64,32,127,0.01,0.2,2,1.3,3,local_search,posterior_aware_prange_repair,1,1466508228,2026-08-07T02:43:24.171675+00:00,1,1000,10000,0.004042148590087891,0.08171486854553223,0.1410689353942871,133.45295095443726,133.68520998954773,11,19,64,25,32,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,3,1.1,3,random,induced_sd_repair,0,2114034361,2026-08-07T02:45:37.862170+00:00,1,1000,10000,0.004019737243652344,0.082916259765625,0.14082026481628418,309.35687804222107,309.5901110172272,8,25,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,3,1.1,3,random,induced_sd_repair,1,1077051654,2026-08-07T02:50:47.457386+00:00,1,1000,10000,0.003992795944213867,0.08231782913208008,0.14169621467590332,309.4045732021332,309.6378800868988,14,13,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,3,1.1,3,random,structured_sd_repair,0,609654739,2026-08-07T02:55:57.100453+00:00,1,1000,10000,0.00402522087097168,0.08118915557861328,0.1409461498260498,310.00968194007874,310.24151396751404,13,23,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,3,1.1,3,random,structured_sd_repair,1,405107531,2026-08-07T03:01:07.347075+00:00,1,1000,10000,0.003993034362792969,0.0822288990020752,0.14072585105895996,309.2104787826538,309.44285893440247,7,21,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,3,1.1,3,random,posterior_aware_prange_repair,0,853202139,2026-08-07T03:06:16.795077+00:00,1,1000,10000,0.0040130615234375,0.08236289024353027,0.1402130126953125,310.2261378765106,310.458212852478,13,18,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,3,1.1,3,random,posterior_aware_prange_repair,1,213992341,2026-08-07T03:11:27.258343+00:00,1,1000,10000,0.0040171146392822266,0.08332991600036621,0.14278101921081543,309.4872419834137,309.7230648994446,18,20,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,3,1.1,3,linear_combination,induced_sd_repair,0,151326613,2026-08-07T03:16:36.986701+00:00,1,1000,10000,0.0040340423583984375,0.0861968994140625,0.15362095832824707,146.07941508293152,146.32877707481384,9,21,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,3,1.1,3,linear_combination,induced_sd_repair,1,1627045188,2026-08-07T03:19:03.321456+00:00,1,1000,10000,0.004014015197753906,0.08537507057189941,0.1434791088104248,146.45251512527466,146.69117188453674,14,28,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,3,1.1,3,linear_combination,structured_sd_repair,0,296529232,2026-08-07T03:21:30.018024+00:00,1,1000,10000,0.00398707389831543,0.09481000900268555,0.14387989044189453,146.3157172203064,146.56374311447144,14,10,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,3,1.1,3,linear_combination,structured_sd_repair,1,2143166421,2026-08-07T03:23:56.587053+00:00,1,1000,10000,0.0040700435638427734,0.0830998420715332,0.14222264289855957,146.09151482582092,146.32627606391907,9,18,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,3,1.1,3,linear_combination,posterior_aware_prange_repair,0,1440414793,2026-08-07T03:26:22.918700+00:00,1,1000,10000,0.004029989242553711,0.0820620059967041,0.14370989799499512,146.46941900253296,146.70490193367004,14,23,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,3,1.1,3,linear_combination,posterior_aware_prange_repair,1,1906901344,2026-08-07T03:28:49.628784+00:00,1,1000,10000,0.004010915756225586,0.08301424980163574,0.1529710292816162,145.8438549041748,146.08924913406372,11,15,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,3,1.1,3,local_search,induced_sd_repair,0,1825796615,2026-08-07T03:31:15.723136+00:00,1,1000,10000,0.004030942916870117,0.08287191390991211,0.15154409408569336,132.25349283218384,132.49753284454346,15,23,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,3,1.1,3,local_search,induced_sd_repair,1,183743901,2026-08-07T03:33:28.225943+00:00,1,1000,10000,0.004035234451293945,0.08234906196594238,0.14131379127502441,132.20893383026123,132.4419960975647,17,15,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,3,1.1,3,local_search,structured_sd_repair,0,1238958966,2026-08-07T03:35:40.673089+00:00,1,1000,10000,0.004012107849121094,0.0823056697845459,0.15115785598754883,131.7620141506195,132.0047788619995,10,17,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,3,1.1,3,local_search,structured_sd_repair,1,1016160201,2026-08-07T03:37:52.683067+00:00,1,1000,10000,0.004041910171508789,0.08264994621276855,0.14082789421081543,131.91533708572388,132.14848279953003,16,22,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,3,1.1,3,local_search,posterior_aware_prange_repair,0,1087941352,2026-08-07T03:40:04.836750+00:00,1,1000,10000,0.00400996208190918,0.08241581916809082,0.14031696319580078,132.30029606819153,132.53250908851624,14,21,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,3,1.1,3,local_search,posterior_aware_prange_repair,1,1434689693,2026-08-07T03:42:17.374533+00:00,1,1000,10000,0.003999233245849609,0.08384490013122559,0.14031696319580078,131.85324692726135,132.08687806129456,11,20,64,25,28,True,1000,1000,0,0,,,,,False,
64,32,127,0.01,0.2,3,1.2,3,random,induced_sd_repair,0,1589893762,2026-08-07T03:44:29.466681+00:00,1,1000,10000,0.004014253616333008,0.08620405197143555,0.14191603660583496,309.54935789108276,309.78709506988525,12,22,64,25,30,True,1000,973,0,0,22.37037037037037,23,0.0,,False,
64,32,127,0.01,0.2,3,1.2,3,random,induced_sd_repair,1,463569835,2026-08-07T03:49:39.259030+00:00,1,1000,10000,0.004055023193359375,0.08630108833312988,0.14278888702392578,310.49276304244995,310.7315740585327,10,20,64,25,30,True,1000,963,0,0,26.62162162162162,28,0.0,,False,
64,32,127,0.01,0.2,3,1.2,3,random,structured_sd_repair,0,1055734448,2026-08-07T03:54:49.995741+00:00,1,1000,10000,0.003984689712524414,0.08684897422790527,0.15483903884887695,432.99718713760376,433.24837279319763,10,22,64,25,30,True,1000,964,0,0,25.38888888888889,27,0.0,,False,
64,32,127,0.01,0.2,3,1.2,3,random,structured_sd_repair,1,594914904,2026-08-07T04:02:03.249671+00:00,1,1000,10000,0.0040242671966552734,0.08155107498168945,0.14231610298156738,416.25657296180725,416.4902729988098,16,25,64,25,30,True,1000,969,0,0,23.419354838709676,24,0.0,,False,
