n,k,q,alpha,beta,rmax,weight_factor,budgets,enum_version,trial,seed,timestamp,m_pair_target,n_iter,max_trials_enum,gen_time_s,posterior_time_s,qhat_time_s,repair_time_s,total_time_s,rows_correct_full,rows_correct_support_only,n_rows_total,gv_bound,target_weight_used,uniqueness_guaranteed_gv,iters_used,enum_failures,pairs_recovered,pairs_correct,avg_active_error_dim,max_active_error_dim,frac_r_le_rmax,avg_v_weight,success,error
7,3,7,0.02,0.05,1,1.5,3,linear_combination,0,517581860,2026-07-28T23:02:03.119684+00:00,2,500,500,0.0001590251922607422,0.00013685226440429688,0.0005590915679931641,0.13696789741516113,0.13809800148010254,3,1,7,4,6,False,500,0,0,0,3.102,4,0.0,,False,
7,3,7,0.02,0.05,1,1.5,3,linear_combination,1,370785971,2026-07-28T23:02:03.258506+00:00,2,500,500,0.00016808509826660156,0.00013709068298339844,0.000560760498046875,0.0003628730773925781,0.0015213489532470703,7,0,7,4,6,False,3,0,2,2,0.0,0,1.0,4.5,True,
7,3,7,0.02,0.05,1,1.5,3,linear_combination,2,914134398,2026-07-28T23:02:03.260410+00:00,2,500,500,0.00010991096496582031,0.00012803077697753906,0.0005381107330322266,0.0004069805145263672,0.0014171600341796875,7,0,7,4,6,False,3,0,2,2,0.0,0,1.0,6.0,True,
7,3,7,0.02,0.05,1,1.5,3,linear_combination,3,1869481001,2026-07-28T23:02:03.262156+00:00,2,500,500,0.00011277198791503906,0.0001323223114013672,0.0005376338958740234,0.0003762245178222656,0.001394033432006836,7,0,7,4,6,False,3,0,2,2,0.0,0,1.0,4.5,True,
7,3,7,0.02,0.05,1,1.5,3,linear_combination,4,885899185,2026-07-28T23:02:03.263888+00:00,2,500,500,0.0001442432403564453,0.00013184547424316406,0.0005819797515869141,0.016427993774414062,0.017565011978149414,4,1,7,4,6,False,61,0,2,2,2.2666666666666666,3,0.08333333333333333,5.0,True,
7,3,7,0.02,0.05,1,1.5,3,local_search,0,1322693288,2026-07-28T23:02:03.281928+00:00,2,500,500,0.0001289844512939453,0.00013065338134765625,0.0005340576171875,0.0001728534698486328,0.001216888427734375,7,0,7,4,6,False,3,0,2,2,0.0,0,1.0,5.0,True,
7,3,7,0.02,0.05,1,1.5,3,local_search,1,1802310535,2026-07-28T23:02:03.283496+00:00,2,500,500,0.00010895729064941406,0.00012612342834472656,0.0005218982696533203,0.00019407272338867188,0.0011789798736572266,7,0,7,4,6,False,3,0,2,2,0.0,0,1.0,6.0,True,
7,3,7,0.02,0.05,1,1.5,3,local_search,2,1670432468,2026-07-28T23:02:03.285009+00:00,2,500,500,0.00010585784912109375,0.00012803077697753906,0.0005171298980712891,0.0001800060272216797,0.0011560916900634766,7,0,7,4,6,False,3,0,2,2,0.0,0,1.0,5.5,True,
7,3,7,0.02,0.05,1,1.5,3,local_search,3,1190576475,2026-07-28T23:02:03.286505+00:00,2,500,500,0.00011181831359863281,0.00013113021850585938,0.0005910396575927734,0.00027108192443847656,0.0015130043029785156,7,0,7,4,6,False,3,0,2,2,0.0,0,1.0,6.0,True,
7,3,7,0.02,0.05,1,1.5,3,local_search,4,1640356451,2026-07-28T23:02:03.288424+00:00,2,500,500,0.0001380443572998047,0.0001327991485595703,0.0005481243133544922,0.0058481693267822266,0.00693202018737793,5,2,7,4,6,False,33,0,2,2,1.46875,2,0.46875,4.0,True,
7,3,7,0.02,0.05,1,1.5,5,random,0,468179310,2026-07-28T23:02:03.295736+00:00,2,500,500,0.00013113021850585938,0.0001289844512939453,0.0005371570587158203,0.002516031265258789,0.003554105758666992,4,1,7,4,6,False,13,0,2,2,2.3333333333333335,3,0.16666666666666666,4.0,True,
7,3,7,0.02,0.05,1,1.5,5,random,1,1407133219,2026-07-28T23:02:03.299640+00:00,2,500,500,0.00012230873107910156,0.00012993812561035156,0.0005319118499755859,0.006512880325317383,0.0075531005859375,4,0,7,4,6,False,29,0,2,2,2.2142857142857144,3,0.07142857142857142,3.0,True,
7,3,7,0.02,0.05,1,1.5,5,random,2,690167841,2026-07-28T23:02:03.307586+00:00,2,500,500,0.0001308917999267578,0.00013208389282226562,0.0005609989166259766,0.0019342899322509766,0.003009796142578125,6,1,7,4,6,False,11,0,2,2,0.8,1,1.0,4.0,True,
7,3,7,0.02,0.05,1,1.5,5,random,3,569215186,2026-07-28T23:02:03.310932+00:00,2,500,500,0.00011396408081054688,0.00012683868408203125,0.000530242919921875,0.00019311904907226562,0.0012009143829345703,7,0,7,4,6,False,3,0,2,2,0.0,0,1.0,5.5,True,
7,3,7,0.02,0.05,1,1.5,5,random,4,260192951,2026-07-28T23:02:03.312485+00:00,2,500,500,0.0001270771026611328,0.00013113021850585938,0.0005469322204589844,0.017055034637451172,0.01811528205871582,5,2,7,4,6,False,74,0,2,2,1.4246575342465753,2,0.547945205479452,5.0,True,
7,3,7,0.02,0.05,1,1.5,5,linear_combination,0,1647834957,2026-07-28T23:02:03.331007+00:00,2,500,500,0.00012493133544921875,0.00013303756713867188,0.0005550384521484375,0.0007932186126708984,0.0018529891967773438,6,1,7,4,6,False,4,0,2,2,0.3333333333333333,1,1.0,4.5,True,
7,3,7,0.02,0.05,1,1.5,5,linear_combination,1,1248998810,2026-07-28T23:02:03.333180+00:00,2,500,500,0.00011014938354492188,0.0001327991485595703,0.0005340576171875,0.00041222572326660156,0.001421213150024414,7,0,7,4,6,False,3,0,2,2,0.0,0,1.0,5.0,True,
7,3,7,0.02,0.05,1,1.5,5,linear_combination,2,1828836915,2026-07-28T23:02:03.334914+00:00,2,500,500,0.00010395050048828125,0.00012803077697753906,0.0005369186401367188,0.006575822830200195,0.007714748382568359,5,2,7,4,6,False,20,0,2,0,1.6842105263157894,2,0.3157894736842105,5.0,False,
7,3,7,0.02,0.05,1,1.5,5,linear_combination,3,673286304,2026-07-28T23:02:03.343010+00:00,2,500,500,0.0001270771026611328,0.00013399124145507812,0.0005519390106201172,0.17368292808532715,0.17473411560058594,3,1,7,4,6,False,500,0,0,0,3.152,4,0.0,,False,
7,3,7,0.02,0.05,1,1.5,5,linear_combination,4,882718068,2026-07-28T23:02:03.518442+00:00,2,500,500,0.00016689300537109375,0.00013494491577148438,0.0005450248718261719,0.0004169940948486328,0.0015518665313720703,7,0,7,4,6,False,3,0,2,2,0.0,0,1.0,5.5,True,
7,3,7,0.02,0.05,1,1.5,5,local_search,0,422673488,2026-07-28T23:02:03.520342+00:00,2,500,500,0.00011086463928222656,0.00012922286987304688,0.0005269050598144531,0.009263992309570312,0.010250091552734375,4,1,7,4,6,False,36,0,2,2,2.4285714285714284,3,0.08571428571428572,4.0,True,
7,3,7,0.02,0.05,1,1.5,5,local_search,1,2096131991,2026-07-28T23:02:03.531021+00:00,2,500,500,0.00014734268188476562,0.0001347064971923828,0.0005550384521484375,0.007972955703735352,0.00908517837524414,6,1,7,4,6,False,31,0,2,2,0.9333333333333333,1,1.0,4.0,True,
7,3,7,0.02,0.05,1,1.5,5,local_search,2,1458925445,2026-07-28T23:02:03.540476+00:00,2,500,500,0.00011610984802246094,0.00013017654418945312,0.000537872314453125,0.025685787200927734,0.026719093322753906,5,2,7,4,6,False,103,0,2,2,1.6176470588235294,2,0.3627450980392157,4.0,True,
7,3,7,0.02,0.05,1,1.5,5,local_search,3,600318082,2026-07-28T23:02:03.567617+00:00,2,500,500,0.00014209747314453125,0.00013303756713867188,0.0005469322204589844,0.006123065948486328,0.007207155227661133,6,1,7,4,6,False,26,0,2,2,0.92,1,1.0,5.0,True,
7,3,7,0.02,0.05,1,1.5,5,local_search,4,1664825779,2026-07-28T23:02:03.575184+00:00,2,500,500,0.00011897087097167969,0.0001289844512939453,0.0005481243133544922,0.003542184829711914,0.004575014114379883,6,1,7,4,6,False,16,0,2,2,0.8666666666666667,1,1.0,5.5,True,
7,3,7,0.02,0.05,1,1.5,10,random,0,1237267769,2026-07-28T23:02:03.580115+00:00,2,500,500,0.000125885009765625,0.0001327991485595703,0.0005533695220947266,0.00025391578674316406,0.0013239383697509766,7,0,7,4,6,False,3,0,2,2,0.0,0,1.0,6.0,True,
7,3,7,0.02,0.05,1,1.5,10,random,1,1670956716,2026-07-28T23:02:03.581778+00:00,2,500,500,0.00011110305786132812,0.0001308917999267578,0.0005390644073486328,0.0002110004425048828,0.0012259483337402344,7,0,7,4,6,False,3,0,2,2,0.0,0,1.0,5.0,True,
7,3,7,0.02,0.05,1,1.5,10,random,2,2108092286,2026-07-28T23:02:03.583320+00:00,2,500,500,0.00011181831359863281,0.0001323223114013672,0.0005397796630859375,0.00022292137145996094,0.0012340545654296875,7,0,7,4,6,False,3,0,2,2,0.0,0,1.0,5.5,True,
7,3,7,0.02,0.05,1,1.5,10,random,3,193927673,2026-07-28T23:02:03.584865+00:00,2,500,500,0.00010609626770019531,0.0001289844512939453,0.0005428791046142578,0.0012431144714355469,0.0022590160369873047,6,1,7,4,6,False,6,0,2,2,0.6,1,1.0,5.0,True,
7,3,7,0.02,0.05,1,1.5,10,random,4,421663559,2026-07-28T23:02:03.587514+00:00,2,500,500,0.0001499652862548828,0.00013208389282226562,0.0005519390106201172,0.0011010169982910156,0.0021889209747314453,6,1,7,4,6,False,6,0,2,2,0.6,1,1.0,6.0,True,
7,3,7,0.02,0.05,1,1.5,10,linear_combination,0,1650716053,2026-07-28T23:02:03.590046+00:00,2,500,500,0.00011086463928222656,0.0001251697540283203,0.0005288124084472656,0.00043892860412597656,0.0014331340789794922,7,0,7,4,6,False,3,0,2,2,0.0,0,1.0,5.5,True,
7,3,7,0.02,0.05,1,1.5,10,linear_combination,1,647944313,2026-07-28T23:02:03.591801+00:00,2,500,500,0.00010514259338378906,0.0001239776611328125,0.000537872314453125,0.008723020553588867,0.009838104248046875,4,1,7,4,6,False,21,0,2,2,2.1,3,0.15,5.0,True,
7,3,7,0.02,0.05,1,1.5,10,linear_combination,2,1672476790,2026-07-28T23:02:03.601984+00:00,2,500,500,0.00011706352233886719,0.00013017654418945312,0.0005419254302978516,0.0004928112030029297,0.0015480518341064453,7,0,7,4,6,False,3,0,2,2,0.0,0,1.0,6.0,True,
7,3,7,0.02,0.05,1,1.5,10,linear_combination,3,32954906,2026-07-28T23:02:03.603864+00:00,2,500,500,0.00011324882507324219,0.00013113021850585938,0.0006837844848632812,0.0004611015319824219,0.0016922950744628906,7,0,7,4,6,False,3,0,2,2,0.0,0,1.0,5.5,True,
7,3,7,0.02,0.05,1,1.5,10,linear_combination,4,1584964848,2026-07-28T23:02:03.605916+00:00,2,500,500,0.0001227855682373047,0.0001289844512939453,0.0005362033843994141,0.00047206878662109375,0.0015158653259277344,7,0,7,4,6,False,3,0,2,2,0.0,0,1.0,5.0,True,
7,3,7,0.02,0.05,1,1.5,10,local_search,0,1302107558,2026-07-28T23:02:03.607753+00:00,2,500,500,0.00011372566223144531,0.00012803077697753906,0.0005462169647216797,0.0019731521606445312,0.0029790401458740234,5,0,7,4,6,False,7,0,2,2,1.3333333333333333,2,0.6666666666666666,4.5,True,
7,3,7,0.02,0.05,1,1.5,10,local_search,1,859271136,2026-07-28T23:02:03.611051+00:00,2,500,500,0.00010800361633300781,0.0001270771026611328,0.0005331039428710938,0.00024700164794921875,0.0012390613555908203,7,0,7,4,6,False,3,0,2,2,0.0,0,1.0,5.5,True,
7,3,7,0.02,0.05,1,1.5,10,local_search,2,192621880,2026-07-28T23:02:03.612624+00:00,2,500,500,0.00011706352233886719,0.00012993812561035156,0.0005371570587158203,0.0009799003601074219,0.002015829086303711,6,1,7,4,6,False,5,0,2,2,0.5,1,1.0,6.0,True,
7,3,7,0.02,0.05,1,1.5,10,local_search,3,1518599931,2026-07-28T23:02:03.614978+00:00,2,500,500,0.00010824203491210938,0.00012373924255371094,0.0005488395690917969,0.0072820186614990234,0.008278846740722656,5,0,7,4,6,False,25,0,2,2,1.8333333333333333,2,0.08333333333333333,3.5,True,
7,3,7,0.02,0.05,1,1.5,10,local_search,4,443971932,2026-07-28T23:02:03.623643+00:00,2,500,500,0.00012993812561035156,0.00013017654418945312,0.0005428791046142578,0.0009350776672363281,0.001979827880859375,5,0,7,4,6,False,4,0,2,2,1.3333333333333333,2,0.6666666666666666,5.5,True,
7,3,7,0.02,0.05,1,2.0,2,random,0,851832915,2026-07-28T23:02:03.625961+00:00,2,500,500,0.00011897087097167969,0.0001270771026611328,0.0005438327789306641,0.006680011749267578,0.0077168941497802734,6,1,7,4,8,False,52,0,2,2,0.9607843137254902,1,1.0,5.0,True,
7,3,7,0.02,0.05,1,2.0,2,random,1,1785136620,2026-07-28T23:02:03.634018+00:00,2,500,500,0.00011396408081054688,0.00013113021850585938,0.0005450248718261719,0.0004029273986816406,0.0014178752899169922,4,0,7,4,8,False,4,0,2,2,1.6666666666666667,3,0.6666666666666666,4.5,True,
7,3,7,0.02,0.05,1,2.0,2,random,2,222139376,2026-07-28T23:02:03.635745+00:00,2,500,500,0.00011086463928222656,0.00012922286987304688,0.0005559921264648438,0.00044798851013183594,0.0014801025390625,6,1,7,4,8,False,5,0,2,2,0.5,1,1.0,5.0,True,
7,3,7,0.02,0.05,1,2.0,2,random,3,1386262786,2026-07-28T23:02:03.637655+00:00,2,500,500,0.00012087821960449219,0.00013303756713867188,0.000537872314453125,0.00022721290588378906,0.0012598037719726562,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,7.0,True,
7,3,7,0.02,0.05,1,2.0,2,random,4,1776328,2026-07-28T23:02:03.639230+00:00,2,500,500,0.00011706352233886719,0.0001270771026611328,0.0005407333374023438,0.0011031627655029297,0.0021209716796875,6,1,7,4,8,False,11,0,2,2,0.8,1,1.0,4.5,True,
7,3,7,0.02,0.05,1,2.0,2,linear_combination,0,660450499,2026-07-28T23:02:03.641669+00:00,2,500,500,0.00011420249938964844,0.00012803077697753906,0.0005397796630859375,0.026556968688964844,0.027573108673095703,5,2,7,4,8,False,109,0,2,1,1.6944444444444444,2,0.2962962962962963,5.5,False,
7,3,7,0.02,0.05,1,2.0,2,linear_combination,1,412171176,2026-07-28T23:02:03.669729+00:00,2,500,500,0.00021386146545410156,0.0001430511474609375,0.000576019287109375,0.00039124488830566406,0.0016260147094726562,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,5.5,True,
7,3,7,0.02,0.05,1,2.0,2,linear_combination,2,278207903,2026-07-28T23:02:03.671726+00:00,2,500,500,0.00011491775512695312,0.00012803077697753906,0.000537872314453125,0.00038313865661621094,0.0013949871063232422,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,6.5,True,
7,3,7,0.02,0.05,1,2.0,2,linear_combination,3,2132860471,2026-07-28T23:02:03.673437+00:00,2,500,500,0.00010895729064941406,0.0001270771026611328,0.0005328655242919922,0.022166967391967773,0.023169994354248047,5,2,7,4,8,False,92,0,2,2,1.6923076923076923,2,0.2857142857142857,5.0,True,
7,3,7,0.02,0.05,1,2.0,2,linear_combination,4,691551281,2026-07-28T23:02:03.696987+00:00,2,500,500,0.0001232624053955078,0.0001308917999267578,0.0005402565002441406,0.0003638267517089844,0.0014047622680664062,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,5.5,True,
7,3,7,0.02,0.05,1,2.0,2,local_search,0,1033950798,2026-07-28T23:02:03.698714+00:00,2,500,500,0.00010704994201660156,0.00012683868408203125,0.0005512237548828125,0.001878976821899414,0.0029010772705078125,6,1,7,4,8,False,14,0,2,2,0.8461538461538461,1,1.0,5.0,True,
7,3,7,0.02,0.05,1,2.0,2,local_search,1,947088404,2026-07-28T23:02:03.701987+00:00,2,500,500,0.00011014938354492188,0.00012993812561035156,0.0005431175231933594,0.0001919269561767578,0.00121307373046875,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,6.5,True,
7,3,7,0.02,0.05,1,2.0,2,local_search,2,512168046,2026-07-28T23:02:03.703559+00:00,2,500,500,0.00015687942504882812,0.0001342296600341797,0.0007598400115966797,0.0001838207244873047,0.0014960765838623047,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,6.0,True,
7,3,7,0.02,0.05,1,2.0,2,local_search,3,133726875,2026-07-28T23:02:03.705423+00:00,2,500,500,0.0001270771026611328,0.0001277923583984375,0.0005362033843994141,0.0001888275146484375,0.0012369155883789062,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,5.5,True,
7,3,7,0.02,0.05,1,2.0,2,local_search,4,1737566936,2026-07-28T23:02:03.707008+00:00,2,500,500,0.00011801719665527344,0.00012493133544921875,0.0005400180816650391,0.00017786026000976562,0.001207113265991211,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,5.5,True,
7,3,7,0.02,0.05,1,2.0,3,random,0,401299079,2026-07-28T23:02:03.708565+00:00,2,500,500,0.0001270771026611328,0.0001327991485595703,0.0005600452423095703,0.00014591217041015625,0.0012309551239013672,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,4.0,True,
7,3,7,0.02,0.05,1,2.0,3,random,1,1050062930,2026-07-28T23:02:03.710129+00:00,2,500,500,0.00011324882507324219,0.00013685226440429688,0.0005321502685546875,0.000164031982421875,0.0011751651763916016,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,5.5,True,
7,3,7,0.02,0.05,1,2.0,3,random,2,1027682068,2026-07-28T23:02:03.711625+00:00,2,500,500,0.00010704994201660156,0.00012803077697753906,0.0005319118499755859,0.0001418590545654297,0.001132965087890625,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,4.5,True,
7,3,7,0.02,0.05,1,2.0,3,random,3,1836455907,2026-07-28T23:02:03.713072+00:00,2,500,500,0.00010585784912109375,0.0001251697540283203,0.0005259513854980469,0.0033168792724609375,0.0042879581451416016,5,0,7,4,8,False,4,0,2,2,1.3333333333333333,2,0.6666666666666666,5.0,True,
7,3,7,0.02,0.05,1,2.0,3,random,4,266411716,2026-07-28T23:02:03.717708+00:00,2,500,500,0.00012111663818359375,0.0001270771026611328,0.0005307197570800781,0.0011949539184570312,0.002214193344116211,6,1,7,4,8,False,9,0,2,2,0.75,1,1.0,4.0,True,
7,3,7,0.02,0.05,1,2.0,3,linear_combination,0,388460764,2026-07-28T23:02:03.720258+00:00,2,500,500,0.00010991096496582031,0.00012683868408203125,0.0007641315460205078,0.005460977554321289,0.0067288875579833984,6,1,7,4,8,False,20,0,2,2,0.8947368421052632,1,1.0,6.0,True,
7,3,7,0.02,0.05,1,2.0,3,linear_combination,1,919400322,2026-07-28T23:02:03.727362+00:00,2,500,500,0.00011610984802246094,0.0001239776611328125,0.0005307197570800781,0.00037407875061035156,0.0013778209686279297,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,5.5,True,
7,3,7,0.02,0.05,1,2.0,3,linear_combination,2,58415756,2026-07-28T23:02:03.729053+00:00,2,500,500,0.00010395050048828125,0.0001251697540283203,0.0005359649658203125,0.0003840923309326172,0.0013730525970458984,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,6.0,True,
7,3,7,0.02,0.05,1,2.0,3,linear_combination,3,1548031904,2026-07-28T23:02:03.730744+00:00,2,500,500,0.00010609626770019531,0.00012302398681640625,0.0005209445953369141,0.00038909912109375,0.0013668537139892578,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,6.0,True,
7,3,7,0.02,0.05,1,2.0,3,linear_combination,4,1360472768,2026-07-28T23:02:03.732460+00:00,2,500,500,0.00011968612670898438,0.00013017654418945312,0.0005528926849365234,0.015965938568115234,0.01699686050415039,4,0,7,4,8,False,57,0,2,1,2.6607142857142856,3,0.017857142857142856,5.5,False,
7,3,7,0.02,0.05,1,2.0,3,local_search,0,1989355045,2026-07-28T23:02:03.749911+00:00,2,500,500,0.0001583099365234375,0.00013184547424316406,0.0005571842193603516,0.00020503997802734375,0.0013282299041748047,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,6.5,True,
7,3,7,0.02,0.05,1,2.0,3,local_search,1,1495190806,2026-07-28T23:02:03.751578+00:00,2,500,500,0.00010895729064941406,0.00013208389282226562,0.0005300045013427734,0.002043008804321289,0.0030450820922851562,6,1,7,4,8,False,12,0,2,2,0.8181818181818182,1,1.0,5.5,True,
7,3,7,0.02,0.05,1,2.0,3,local_search,2,1524930479,2026-07-28T23:02:03.755004+00:00,2,500,500,0.00011587142944335938,0.00012803077697753906,0.000530242919921875,0.0002110004425048828,0.0012180805206298828,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,6.5,True,
7,3,7,0.02,0.05,1,2.0,3,local_search,3,1149750959,2026-07-28T23:02:03.756540+00:00,2,500,500,0.00010323524475097656,0.00012183189392089844,0.000518798828125,0.0020432472229003906,0.0029990673065185547,5,0,7,4,8,False,12,0,2,2,1.8181818181818181,2,0.18181818181818182,6.0,True,
7,3,7,0.02,0.05,1,2.0,3,local_search,4,1428428525,2026-07-28T23:02:03.759866+00:00,2,500,500,0.00011920928955078125,0.00012493133544921875,0.0005450248718261719,0.04250288009643555,0.043534040451049805,4,1,7,4,8,False,222,0,2,2,2.6515837104072397,3,0.00904977375565611,4.0,True,
7,3,7,0.02,0.05,1,2.0,5,random,0,1755981234,2026-07-28T23:02:03.803827+00:00,2,500,500,0.00014209747314453125,0.00012969970703125,0.0005402565002441406,0.004356861114501953,0.005433082580566406,6,1,7,4,8,False,24,0,2,2,0.9130434782608695,1,1.0,5.5,True,
7,3,7,0.02,0.05,1,2.0,5,random,1,488454805,2026-07-28T23:02:03.809615+00:00,2,500,500,0.00014019012451171875,0.00013375282287597656,0.0005621910095214844,0.11817693710327148,0.11940503120422363,4,3,7,4,8,False,500,0,0,0,2.352,3,0.042,,False,
7,3,7,0.02,0.05,1,2.0,5,random,2,1467905131,2026-07-28T23:02:03.929711+00:00,2,500,500,0.00016880035400390625,0.00013518333435058594,0.0005540847778320312,0.0027289390563964844,0.003877878189086914,6,1,7,4,8,False,13,0,2,2,0.8333333333333334,1,1.0,4.0,True,
7,3,7,0.02,0.05,1,2.0,5,random,3,1390607228,2026-07-28T23:02:03.933955+00:00,2,500,500,0.00011324882507324219,0.00012683868408203125,0.0005290508270263672,0.03617215156555176,0.03717303276062012,4,1,7,4,8,False,167,0,2,2,2.2409638554216866,3,0.12650602409638553,5.0,True,
7,3,7,0.02,0.05,1,2.0,5,random,4,198773186,2026-07-28T23:02:03.971558+00:00,2,500,500,0.0001380443572998047,0.00013113021850585938,0.0005409717559814453,0.0001628398895263672,0.0012311935424804688,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,4.5,True,
7,3,7,0.02,0.05,1,2.0,5,linear_combination,0,1622833819,2026-07-28T23:02:03.973132+00:00,2,500,500,0.0001049041748046875,0.00012493133544921875,0.0005271434783935547,0.009804964065551758,0.010786056518554688,6,1,7,4,8,False,28,0,2,2,0.9259259259259259,1,1.0,5.0,True,
7,3,7,0.02,0.05,1,2.0,5,linear_combination,1,1536200829,2026-07-28T23:02:03.984273+00:00,2,500,500,0.00011491775512695312,0.00012731552124023438,0.0005278587341308594,0.005600929260253906,0.0066072940826416016,6,1,7,4,8,False,16,0,2,2,0.8666666666666667,1,1.0,5.0,True,
7,3,7,0.02,0.05,1,2.0,5,linear_combination,2,1344274968,2026-07-28T23:02:03.991279+00:00,2,500,500,0.00014209747314453125,0.00013399124145507812,0.00055694580078125,0.0004239082336425781,0.0015201568603515625,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,6.0,True,
7,3,7,0.02,0.05,1,2.0,5,linear_combination,3,1814573966,2026-07-28T23:02:03.993147+00:00,2,500,500,0.00011014938354492188,0.00012683868408203125,0.0005550384521484375,0.009879112243652344,0.010908126831054688,6,1,7,4,8,False,27,0,2,2,0.9230769230769231,1,1.0,4.5,True,
7,3,7,0.02,0.05,1,2.0,5,linear_combination,4,1795998261,2026-07-28T23:02:04.004456+00:00,2,500,500,0.0001418590545654297,0.00013113021850585938,0.0005428791046142578,0.019541263580322266,0.020621061325073242,5,0,7,4,8,False,30,0,2,2,1.793103448275862,2,0.20689655172413793,5.0,True,
7,3,7,0.02,0.05,1,2.0,5,local_search,0,1756824556,2026-07-28T23:02:04.026132+00:00,2,500,500,0.0004029273986816406,0.00036597251892089844,0.0018630027770996094,0.0008959770202636719,0.004166841506958008,6,1,7,4,8,False,5,0,2,2,0.5,1,1.0,5.5,True,
7,3,7,0.02,0.05,1,2.0,5,local_search,1,489992560,2026-07-28T23:02:04.030894+00:00,2,500,500,0.00018715858459472656,0.00014281272888183594,0.0006709098815917969,0.0006160736083984375,0.0019600391387939453,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,5.5,True,
7,3,7,0.02,0.05,1,2.0,5,local_search,2,1827331579,2026-07-28T23:02:04.033880+00:00,2,500,500,0.00033974647521972656,0.00032520294189453125,0.0015769004821777344,0.0004520416259765625,0.003643035888671875,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,5.0,True,
7,3,7,0.02,0.05,1,2.0,5,local_search,3,531020039,2026-07-28T23:02:04.038121+00:00,2,500,500,0.0001747608184814453,0.0001609325408935547,0.0005600452423095703,0.002933025360107422,0.004198789596557617,6,1,7,4,8,False,12,0,2,2,0.8181818181818182,1,1.0,6.0,True,
7,3,7,0.02,0.05,1,2.0,5,local_search,4,2087968058,2026-07-28T23:02:04.042711+00:00,2,500,500,0.00011801719665527344,0.00012803077697753906,0.0005328655242919922,0.00021004676818847656,0.0012211799621582031,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,5.5,True,
7,3,7,0.02,0.05,1,2.0,10,random,0,1974019676,2026-07-28T23:02:04.044257+00:00,2,500,500,0.00010585784912109375,0.0001251697540283203,0.000537872314453125,0.002705097198486328,0.003704071044921875,6,1,7,4,8,False,11,0,2,2,0.8,1,1.0,4.5,True,
7,3,7,0.02,0.05,1,2.0,10,random,1,788596375,2026-07-28T23:02:04.048300+00:00,2,500,500,0.00012087821960449219,0.0001270771026611328,0.0005409717559814453,0.0002129077911376953,0.0012581348419189453,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,5.0,True,
7,3,7,0.02,0.05,1,2.0,10,random,2,1692395991,2026-07-28T23:02:04.049912+00:00,2,500,500,0.00011086463928222656,0.00012993812561035156,0.0005400180816650391,0.0023279190063476562,0.0033528804779052734,6,1,7,4,8,False,10,0,2,2,0.7777777777777778,1,1.0,4.0,True,
7,3,7,0.02,0.05,1,2.0,10,random,3,67236639,2026-07-28T23:02:04.053593+00:00,2,500,500,0.00011205673217773438,0.00012993812561035156,0.0008499622344970703,0.00027179718017578125,0.0016503334045410156,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,6.5,True,
7,3,7,0.02,0.05,1,2.0,10,random,4,277998449,2026-07-28T23:02:04.055620+00:00,2,500,500,0.00011706352233886719,0.0001270771026611328,0.0005261898040771484,0.002796173095703125,0.0037941932678222656,6,1,7,4,8,False,11,0,2,2,0.8,1,1.0,5.0,True,
7,3,7,0.02,0.05,1,2.0,10,linear_combination,0,2041777196,2026-07-28T23:02:04.059739+00:00,2,500,500,0.00010991096496582031,0.0001239776611328125,0.0005390644073486328,0.0036859512329101562,0.004680156707763672,5,0,7,4,8,False,10,0,2,2,1.5555555555555556,2,0.4444444444444444,7.0,True,
7,3,7,0.02,0.05,1,2.0,10,linear_combination,1,445419585,2026-07-28T23:02:04.064759+00:00,2,500,500,0.00011301040649414062,0.00012683868408203125,0.0005481243133544922,0.0004200935363769531,0.0014448165893554688,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,5.0,True,
7,3,7,0.02,0.05,1,2.0,10,linear_combination,2,1287379036,2026-07-28T23:02:04.066526+00:00,2,500,500,0.00010895729064941406,0.0001308917999267578,0.0005340576171875,0.0004837512969970703,0.0014829635620117188,7,0,7,4,8,False,3,0,2,2,0.0,0,1.0,7.0,True,
